subject	activity	variable	Mean
3	WALKING	tBodyAccMag-mean	-0.563140802770059
3	WALKING	tGravityAccMag-mean	-0.563140802770059
3	WALKING	tBodyAccJerkMag-mean	-0.650182434328446
3	WALKING	tBodyGyroMag-mean	-0.643150121648094
3	WALKING	tBodyGyroJerkMag-mean	-0.784056656246334
3	WALKING	fBodyAcc-mean-X	-0.625733289873607
3	WALKING	fBodyAcc-mean-Y	-0.501779938505279
3	WALKING	fBodyAcc-mean-Z	-0.699656828592375
3	WALKING	fBodyAccJerk-mean-X	-0.645893496630499
3	WALKING	fBodyAccJerk-mean-Y	-0.582949919157742
3	WALKING	fBodyAccJerk-mean-Z	-0.780101644193548
3	WALKING	fBodyGyro-mean-X	-0.642097719778592
3	WALKING	fBodyGyro-mean-Y	-0.775144985073314
3	WALKING	fBodyGyro-mean-Z	-0.670734708996481
3	WALKING	fBodyAccMag-mean	-0.579076453758064
3	WALKING	fBodyBodyAccJerkMag-mean	-0.604752108072727
3	WALKING	fBodyBodyGyroMag-mean	-0.716822144279179
3	WALKING	fBodyBodyGyroJerkMag-mean	-0.810085498651026
3	WALKING	tBodyAcc-std-X	-0.623413602046921
3	WALKING	tBodyAcc-std-Y	-0.480015920697654
3	WALKING	tBodyAcc-std-Z	-0.653625579293255
3	WALKING	tGravityAcc-std-X	-0.966457565630499
3	WALKING	tGravityAcc-std-Y	-0.9445645371261
3	WALKING	tGravityAcc-std-Z	-0.926966278211144
3	WALKING	tBodyAccJerk-std-X	-0.635484688041056
3	WALKING	tBodyAccJerk-std-Y	-0.55721186773783
3	WALKING	tBodyAccJerk-std-Z	-0.796066240234604
3	WALKING	tBodyGyro-std-X	-0.699262195705865
3	WALKING	tBodyGyro-std-Y	-0.76302218170088
3	WALKING	tBodyGyro-std-Z	-0.709483440322581
3	WALKING	tBodyGyroJerk-std-X	-0.689328428607038
3	WALKING	tBodyGyroJerk-std-Y	-0.842659862111437
3	WALKING	tBodyGyroJerk-std-Z	-0.743028500565982
3	WALKING	tBodyAccMag-std	-0.591224780306452
3	WALKING	tGravityAccMag-std	-0.591224780306452
3	WALKING	tBodyAccJerkMag-std	-0.607658214170381
3	WALKING	tBodyGyroMag-std	-0.674010290979472
3	WALKING	tBodyGyroJerkMag-std	-0.80366136372434
3	WALKING	fBodyAcc-std-X	-0.623805015199413
3	WALKING	fBodyAcc-std-Y	-0.502753639795894
3	WALKING	fBodyAcc-std-Z	-0.657443765803519
3	WALKING	fBodyAccJerk-std-X	-0.657844055881525
3	WALKING	fBodyAccJerk-std-Y	-0.559851186088408
3	WALKING	fBodyAccJerk-std-Z	-0.81080601659824
3	WALKING	fBodyGyro-std-X	-0.719276622702346
3	WALKING	fBodyGyro-std-Y	-0.758505287214076
3	WALKING	fBodyGyro-std-Z	-0.751008875659824
3	WALKING	fBodyAccMag-std	-0.663079838985044
3	WALKING	fBodyBodyAccJerkMag-std	-0.615643694857361
3	WALKING	fBodyBodyGyroMag-std	-0.703839403007038
3	WALKING	fBodyBodyGyroJerkMag-std	-0.810032718739003
4	STANDING	tBodyAcc-mean-X	0.274183111498423
4	STANDING	tBodyAcc-mean-Y	-0.0148081545344921
4	STANDING	tBodyAcc-mean-Z	-0.107521430810726
4	STANDING	tGravityAcc-mean-X	0.706593043123028
4	STANDING	tGravityAcc-mean-Y	0.112591195496986
4	STANDING	tGravityAcc-mean-Z	0.164130896618297
4	STANDING	tBodyAccJerk-mean-X	0.0788637845151419
4	STANDING	tBodyAccJerk-mean-Y	0.00351340949514196
4	STANDING	tBodyAccJerk-mean-Z	-0.00737375142832808
4	STANDING	tBodyGyro-mean-X	-0.0289417906907571
4	STANDING	tBodyGyro-mean-Y	-0.0787229907785489
4	STANDING	tBodyGyro-mean-Z	0.0957174866009464
4	STANDING	tBodyGyroJerk-mean-X	-0.107859315713249
4	STANDING	tBodyGyroJerk-mean-Y	-0.0400427574662461
4	STANDING	tBodyGyroJerk-mean-Z	-0.0578089304000631
4	STANDING	tBodyAccMag-mean	-0.56158213510694
4	STANDING	tGravityAccMag-mean	-0.56158213510694
4	STANDING	tBodyAccJerkMag-mean	-0.656116311856877
4	STANDING	tBodyGyroMag-mean	-0.656291093847319
4	STANDING	tBodyGyroJerkMag-mean	-0.819191368044164
4	STANDING	fBodyAcc-mean-X	-0.628806379100946
4	STANDING	fBodyAcc-mean-Y	-0.52583456615142
4	STANDING	fBodyAcc-mean-Z	-0.755235428895899
4	STANDING	fBodyAccJerk-mean-X	-0.652023078038801
4	STANDING	fBodyAccJerk-mean-Y	-0.601696223759495
4	STANDING	fBodyAccJerk-mean-Z	-0.825154871135647
4	STANDING	fBodyGyro-mean-X	-0.641881977553943
4	STANDING	fBodyGyro-mean-Y	-0.831527531009464
4	STANDING	fBodyGyro-mean-Z	-0.689308946422713
4	STANDING	fBodyAccMag-mean	-0.602098037677603
4	STANDING	fBodyBodyAccJerkMag-mean	-0.63501900541041
4	STANDING	fBodyBodyGyroMag-mean	-0.745650754608833
4	STANDING	fBodyBodyGyroJerkMag-mean	-0.838833209652997
4	STANDING	tBodyAcc-std-X	-0.605211727785489
4	STANDING	tBodyAcc-std-Y	-0.509929384011325
4	STANDING	tBodyAcc-std-Z	-0.709492735962145
4	STANDING	tGravityAcc-std-X	-0.962636979274448
4	STANDING	tGravityAcc-std-Y	-0.941416800167192
4	STANDING	tGravityAcc-std-Z	-0.941403426072555
4	STANDING	tBodyAccJerk-std-X	-0.631853083289621
4	STANDING	tBodyAccJerk-std-Y	-0.584063204701893
4	STANDING	tBodyAccJerk-std-Z	-0.843353231167192
4	STANDING	tBodyGyro-std-X	-0.701397703369085
4	STANDING	tBodyGyro-std-Y	-0.79823574873817
4	STANDING	tBodyGyro-std-Z	-0.726374197066246
4	STANDING	tBodyGyroJerk-std-X	-0.723788617823344
4	STANDING	tBodyGyroJerk-std-Y	-0.902502592618297
4	STANDING	tBodyGyroJerk-std-Z	-0.748369141315457
4	STANDING	tBodyAccMag-std	-0.606556049548896
4	STANDING	tGravityAccMag-std	-0.606556049548896
4	STANDING	tBodyAccJerkMag-std	-0.647249966810726
4	STANDING	tBodyGyroMag-std	-0.706738493542587
4	STANDING	tBodyGyroJerkMag-std	-0.844187064164038
4	STANDING	fBodyAcc-std-X	-0.597551324155678
4	STANDING	fBodyAcc-std-Y	-0.534661524341987
4	STANDING	fBodyAcc-std-Z	-0.708764043722397
4	STANDING	fBodyAccJerk-std-X	-0.644622004704416
4	STANDING	fBodyAccJerk-std-Y	-0.593855151524606
4	STANDING	fBodyAccJerk-std-Z	-0.860544668359621
4	STANDING	fBodyGyro-std-X	-0.721749187328076
4	STANDING	fBodyGyro-std-Y	-0.782885735867508
4	STANDING	fBodyGyro-std-Z	-0.7670895729653
4	STANDING	fBodyAccMag-std	-0.672948341687697
4	STANDING	fBodyBodyAccJerkMag-std	-0.666506718936908
4	STANDING	fBodyBodyGyroMag-std	-0.732586304826498
4	STANDING	fBodyBodyGyroJerkMag-std	-0.863096864037855
5	WALKING	tBodyAcc-mean-X	0.279177960301325
5	WALKING	tBodyAcc-mean-Y	-0.0154833455336192
5	WALKING	tBodyAcc-mean-Z	-0.105661736816887
5	WALKING	tGravityAcc-mean-X	0.698153719072848
5	WALKING	tGravityAcc-mean-Y	0.112313109736755
5	WALKING	tGravityAcc-mean-Z	0.0921607197449904
5	WALKING	tBodyAccJerk-mean-X	0.0841019899622517
5	WALKING	tBodyAccJerk-mean-Y	0.0017656830384106
5	WALKING	tBodyAccJerk-mean-Z	-0.0029537113427351
5	WALKING	tBodyGyro-mean-X	-0.0294516873643046
5	WALKING	tBodyGyro-mean-Y	-0.0774316445596026
5	WALKING	tBodyGyro-mean-Z	0.0866267116745033
5	WALKING	tBodyGyroJerk-mean-X	-0.103522877147351
5	WALKING	tBodyGyroJerk-mean-Y	-0.0490624519374172
5	WALKING	tBodyGyroJerk-mean-Z	-0.0506258160122517
5	WALKING	tBodyAccMag-mean	-0.460866415568709
5	WALKING	tGravityAccMag-mean	-0.460866415568709
5	WALKING	tBodyAccJerkMag-mean	-0.589313870006622
5	WALKING	tBodyGyroMag-mean	-0.602770284825828
5	WALKING	tBodyGyroJerkMag-mean	-0.707383517582782
5	WALKING	fBodyAcc-mean-X	-0.55123770513245
5	WALKING	fBodyAcc-mean-Y	-0.440232431795033
5	WALKING	fBodyAcc-mean-Z	-0.696171811490066
5	WALKING	fBodyAccJerk-mean-X	-0.604769869438742
5	WALKING	fBodyAccJerk-mean-Y	-0.550991969857417
5	WALKING	fBodyAccJerk-mean-Z	-0.768762357980132
5	WALKING	fBodyGyro-mean-X	-0.632239300829801
5	WALKING	fBodyGyro-mean-Y	-0.71706218781457
5	WALKING	fBodyGyro-mean-Z	-0.537329127293278
5	WALKING	fBodyAccMag-mean	-0.528503022745033
5	WALKING	fBodyBodyAccJerkMag-mean	-0.573176177044172
5	WALKING	fBodyBodyGyroMag-mean	-0.677355755703311
5	WALKING	fBodyBodyGyroJerkMag-mean	-0.748829309536424
5	WALKING	tBodyAcc-std-X	-0.507691011391722
5	WALKING	tBodyAcc-std-Y	-0.402724906078146
5	WALKING	tBodyAcc-std-Z	-0.646443640175497
5	WALKING	tGravityAcc-std-X	-0.964629108807947
5	WALKING	tGravityAcc-std-Y	-0.939973777950331
5	WALKING	tGravityAcc-std-Z	-0.94207867884106
5	WALKING	tBodyAccJerk-std-X	-0.575890535679801
5	WALKING	tBodyAccJerk-std-Y	-0.506544358609603
5	WALKING	tBodyAccJerk-std-Z	-0.78456199486755
5	WALKING	tBodyGyro-std-X	-0.709955676983444
5	WALKING	tBodyGyro-std-Y	-0.705638306688742
5	WALKING	tBodyGyro-std-Z	-0.606589817380795
5	WALKING	tBodyGyroJerk-std-X	-0.662581310334437
5	WALKING	tBodyGyroJerk-std-Y	-0.774114270364238
5	WALKING	tBodyGyroJerk-std-Z	-0.564680771249007
5	WALKING	tBodyAccMag-std	-0.52162345171192
5	WALKING	tGravityAccMag-std	-0.52162345171192
5	WALKING	tBodyAccJerkMag-std	-0.589031268133113
5	WALKING	tBodyGyroMag-std	-0.664078383532781
5	WALKING	tBodyGyroJerkMag-std	-0.734187493344371
5	WALKING	fBodyAcc-std-X	-0.492829885748675
5	WALKING	fBodyAcc-std-Y	-0.422162171100331
5	WALKING	fBodyAcc-std-Z	-0.649351210748344
5	WALKING	fBodyAccJerk-std-X	-0.584013626983444
5	WALKING	fBodyAccJerk-std-Y	-0.491500434303907
5	WALKING	fBodyAccJerk-std-Z	-0.798835563807947
5	WALKING	fBodyGyro-std-X	-0.73573857718543
5	WALKING	fBodyGyro-std-Y	-0.702290390960265
5	WALKING	fBodyGyro-std-Z	-0.669353687483444
5	WALKING	fBodyAccMag-std	-0.594259529756954
5	WALKING	fBodyBodyAccJerkMag-std	-0.613485123609272
5	WALKING	fBodyBodyGyroMag-std	-0.715731148145695
5	WALKING	fBodyBodyGyroJerkMag-std	-0.735610602483444
6	WALKING	tBodyAcc-mean-X	0.272376614181538
6	WALKING	tBodyAcc-mean-Y	-0.0175697042641846
6	WALKING	tBodyAcc-mean-Z	-0.11599454136
6	WALKING	tGravityAcc-mean-X	0.688702063569231
6	WALKING	tGravityAcc-mean-Y	0.0162055455953846
6	WALKING	tGravityAcc-mean-Z	0.0475199990906462
6	WALKING	tBodyAccJerk-mean-X	0.0813833604034769
6	WALKING	tBodyAccJerk-mean-Y	0.000479281129661539
6	WALKING	tBodyAccJerk-mean-Z	-0.00225896302076923
6	WALKING	tBodyGyro-mean-X	-0.0433611785374462
6	WALKING	tBodyGyro-mean-Y	-0.0706129097498462
6	WALKING	tBodyGyro-mean-Z	0.0973130293888923
6	WALKING	tBodyGyroJerk-mean-X	-0.0829159966093231
6	WALKING	tBodyGyroJerk-mean-Y	-0.0454921005615385
6	WALKING	tBodyGyroJerk-mean-Z	-0.0533610323667692
6	WALKING	tBodyAccMag-mean	-0.464770006998123
6	WALKING	tGravityAccMag-mean	-0.464770006998123
6	WALKING	tBodyAccJerkMag-mean	-0.551413652396923
6	WALKING	tBodyGyroMag-mean	-0.549494852037046
6	WALKING	tBodyGyroJerkMag-mean	-0.621936158532308
6	WALKING	fBodyAcc-mean-X	-0.506174926221538
6	WALKING	fBodyAcc-mean-Y	-0.392041410138769
6	WALKING	fBodyAcc-mean-Z	-0.683725945015385
6	WALKING	fBodyAccJerk-mean-X	-0.549394273848923
6	WALKING	fBodyAccJerk-mean-Y	-0.503558973703692
6	WALKING	fBodyAccJerk-mean-Z	-0.720867157741538
6	WALKING	fBodyGyro-mean-X	-0.537201442069846
6	WALKING	fBodyGyro-mean-Y	-0.621188724858462
6	WALKING	fBodyGyro-mean-Z	-0.507604207506462
6	WALKING	fBodyAccMag-mean	-0.473974924380431
6	WALKING	fBodyBodyAccJerkMag-mean	-0.494882316238462
6	WALKING	fBodyBodyGyroMag-mean	-0.579130051151385
6	WALKING	fBodyBodyGyroJerkMag-mean	-0.651886909221538
6	WALKING	tBodyAcc-std-X	-0.505086085072062
6	WALKING	tBodyAcc-std-Y	-0.368403670137262
6	WALKING	tBodyAcc-std-Z	-0.672512004586708
6	WALKING	tGravityAcc-std-X	-0.958898709015385
6	WALKING	tGravityAcc-std-Y	-0.9509348864
6	WALKING	tGravityAcc-std-Z	-0.937910223507692
6	WALKING	tBodyAccJerk-std-X	-0.531468310262154
6	WALKING	tBodyAccJerk-std-Y	-0.454437496885815
6	WALKING	tBodyAccJerk-std-Z	-0.738955207627692
6	WALKING	tBodyGyro-std-X	-0.653800660041538
6	WALKING	tBodyGyro-std-Y	-0.626252072652308
6	WALKING	tBodyGyro-std-Z	-0.599910232855692
6	WALKING	tBodyGyroJerk-std-X	-0.546009968372308
6	WALKING	tBodyGyroJerk-std-Y	-0.677635980501539
6	WALKING	tBodyGyroJerk-std-Z	-0.526908306306892
6	WALKING	tBodyAccMag-std	-0.483790606354154
6	WALKING	tGravityAccMag-std	-0.483790606354154
6	WALKING	tBodyAccJerkMag-std	-0.502935062310769
6	WALKING	tBodyGyroMag-std	-0.579837818063692
6	WALKING	tBodyGyroJerkMag-std	-0.644474485460492
6	WALKING	fBodyAcc-std-X	-0.506680276530492
6	WALKING	fBodyAcc-std-Y	-0.396677793847908
6	WALKING	fBodyAcc-std-Z	-0.694365207233846
6	WALKING	fBodyAccJerk-std-X	-0.555346159400332
6	WALKING	fBodyAccJerk-std-Y	-0.437837459287385
6	WALKING	fBodyAccJerk-std-Z	-0.755751144098462
6	WALKING	fBodyGyro-std-X	-0.692862440004
6	WALKING	fBodyGyro-std-Y	-0.633236229753846
6	WALKING	fBodyGyro-std-Z	-0.67302031484
6	WALKING	fBodyAccMag-std	-0.570910289993846
6	WALKING	fBodyBodyAccJerkMag-std	-0.516711262173969
6	WALKING	fBodyBodyGyroMag-std	-0.657368673849846
6	WALKING	fBodyBodyGyroJerkMag-std	-0.660175875210246
7	WALKING	tBodyAcc-mean-X	0.270211697814935
7	WALKING	tBodyAcc-mean-Y	-0.0187904887668182
7	WALKING	tBodyAcc-mean-Z	-0.112492375388312
7	WALKING	tGravityAcc-mean-X	0.681289120844156
7	WALKING	tGravityAcc-mean-Y	-0.0420221452496753
7	WALKING	tGravityAcc-mean-Z	0.0342160711928604
7	WALKING	tBodyAccJerk-mean-X	0.0831829573168831
7	WALKING	tBodyAccJerk-mean-Y	0.00760909767418831
7	WALKING	tBodyAccJerk-mean-Z	-0.00791725696048701
7	WALKING	tBodyGyro-mean-X	-0.0518716929407792
7	WALKING	tBodyGyro-mean-Y	-0.0646077113078896
7	WALKING	tBodyGyro-mean-Z	0.0977671721406169
7	WALKING	tBodyGyroJerk-mean-X	-0.0942037376182662
7	WALKING	tBodyGyroJerk-mean-Y	-0.0414401406082792
7	WALKING	tBodyGyroJerk-mean-Z	-0.0610307928148701
7	WALKING	tBodyAccMag-mean	-0.511312036747403
7	WALKING	tGravityAccMag-mean	-0.511312036747403
7	WALKING	tBodyAccJerkMag-mean	-0.622815767680292
7	WALKING	tBodyGyroMag-mean	-0.581899897967532
7	WALKING	tBodyGyroJerkMag-mean	-0.713191348337662
7	WALKING	fBodyAcc-mean-X	-0.593011288564935
7	WALKING	fBodyAcc-mean-Y	-0.563547785174026
7	WALKING	fBodyAcc-mean-Z	-0.531005941495552
7	WALKING	fBodyAccJerk-mean-X	-0.637521940243831
7	WALKING	fBodyAccJerk-mean-Y	-0.641687333850227
7	WALKING	fBodyAccJerk-mean-Z	-0.642515716574286
7	WALKING	fBodyGyro-mean-X	-0.643767578493507
7	WALKING	fBodyGyro-mean-Y	-0.630419275006169
7	WALKING	fBodyGyro-mean-Z	-0.655083354905844
7	WALKING	fBodyAccMag-mean	-0.518323878824675
7	WALKING	fBodyBodyAccJerkMag-mean	-0.553360009658182
7	WALKING	fBodyBodyGyroMag-mean	-0.628877272791136
7	WALKING	fBodyBodyGyroJerkMag-mean	-0.668879188156396
7	WALKING	tBodyAcc-std-X	-0.577518324748052
7	WALKING	tBodyAcc-std-Y	-0.546403365345779
7	WALKING	tBodyAcc-std-Z	-0.456473642256981
7	WALKING	tGravityAcc-std-X	-0.956538178587662
7	WALKING	tGravityAcc-std-Y	-0.955312554090909
7	WALKING	tGravityAcc-std-Z	-0.923304724090909
7	WALKING	tBodyAccJerk-std-X	-0.615131377408279
7	WALKING	tBodyAccJerk-std-Y	-0.622997416262013
7	WALKING	tBodyAccJerk-std-Z	-0.664336860544416
7	WALKING	tBodyGyro-std-X	-0.687155474097403
7	WALKING	tBodyGyro-std-Y	-0.652408657909091
7	WALKING	tBodyGyro-std-Z	-0.663340760331169
7	WALKING	tBodyGyroJerk-std-X	-0.701731200484416
7	WALKING	tBodyGyroJerk-std-Y	-0.674920114957468
7	WALKING	tBodyGyroJerk-std-Z	-0.750808705594156
7	WALKING	tBodyAccMag-std	-0.510669879158539
7	WALKING	tGravityAccMag-std	-0.510669879158539
7	WALKING	tBodyAccJerkMag-std	-0.550560230585714
7	WALKING	tBodyGyroMag-std	-0.598670795839286
7	WALKING	tBodyGyroJerkMag-std	-0.658017844948377
7	WALKING	fBodyAcc-std-X	-0.572347541484091
7	WALKING	fBodyAcc-std-Y	-0.567046977262987
7	WALKING	fBodyAcc-std-Z	-0.460792123277305
7	WALKING	fBodyAccJerk-std-X	-0.626785744584416
7	WALKING	fBodyAccJerk-std-Y	-0.62853163071948
7	WALKING	fBodyAccJerk-std-Z	-0.684856438953896
7	WALKING	fBodyGyro-std-X	-0.703883646896104
7	WALKING	fBodyGyro-std-Y	-0.671161922837662
7	WALKING	fBodyGyro-std-Z	-0.698949518905844
7	WALKING	fBodyAccMag-std	-0.583819796092208
7	WALKING	fBodyBodyAccJerkMag-std	-0.550683254908442
7	WALKING	fBodyBodyGyroMag-std	-0.650923648207792
7	WALKING	fBodyBodyGyroJerkMag-std	-0.668963362464935
8	WALKING	tBodyAcc-mean-X	0.278268887727273
